name,rate,votes,location,online_order,book_table,general_sentiment,food_sentiment,service_sentiment,place_sentiment,date_column
Baba Da Dhaba,4.0/5,364,Indiranagar,No,Yes,Positive,Neutral,Neutral,Neutral,
 Tikka , ('Rated 4.0'," """"RATED\n  Nice place", no complaints. Non spicy, tandoori murg - all came with sufficient quantity, smell n perfection\n\nWe tried some great naan with yellow daal n tried with mutton biriyani which came with large portions n perfectly blend with earthen smell\n\nWe ended up with Rabari which was a bit extra sweet\n\nOver all a great experience with friends n families\n\nKeep it up'),Positive,Neutral,Neutral,Neutral,
Kadamba Foodline,3.7/5,28,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Kaulige Millet Corner,4.0/5,32,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Petoo,4.1/5,220,Old Madras Road,Yes,No,Positive,Neutral,Neutral,Neutral,
INDULGE by InnerChef,3.5/5,27,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Peacock,3.9/5,847,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
NoLimmits Lounge and Club,4.0/5,2096,Brigade Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Munchies,3.9/5,65,Brigade Road,Yes,No,Negative,Neutral,Neutral,Neutral,
Tiffinwala,NEW,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Mangalore pearl - Seafood Restaurant,4.3/5,94,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Spicy Corner,3.9/5,187,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
NutriFit,NEW,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Little Italy,4.3/5,3276,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Kabab Nation Corner,3.5/5,76,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Kumbakonam Degree Coffee,3.8/5,66,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Bites 2 Binge,3.7/5,19,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Sree Ganesh Juice Center,Not Rated,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Tandoori Taal,4.3/5,1788,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Goli Vada Pav No. 1,3.6/5,33,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Singh Saab,3.7/5,243,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Nutty Squirrel,3.6/5,12,Thippasandra,Yes,No,Positive,Neutral,Neutral,Neutral,
Boozers Bar & Kitchen,4.3/5,700,Indiranagar,No,No,Negative,Neutral,Neutral,Neutral,
Sri Ganesha Fruit Juice Centre,3.2/5,17,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
Sri Udupi,Not Rated,0,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Cafe Idly,2.9/5,35,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Umami & Beyond,3.7/5,23,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Sidewalk Cafe & Bar - The Paul Bangalore,4.2/5,217,Domlur,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Cake Dilim,NEW,0,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Wolf'ish,4.2/5,456,Church Street,Yes,No,Positive,Neutral,Neutral,Neutral,
 hot chicken, chicken was juicy and well coated with peri peri sause. My son liked the pizza," rice and KitKat milkshake. Over bill was decent 2.4k with above order which is decent for 3 adult and a child."""")"," """"RATED\n  We had visited this restaurant on a Saturday", fries, milkshake and a main course. I recommend the hot chicken and pizza. The main course was spicy rice with peri peri chicken,Positive,Neutral,Neutral,Neutral,
Big Mummy,3.9/5,214,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
,Not Rated,0,,,,Positive,Neutral,Neutral,Neutral,
 super fresh and amazing tasty food. I Hv fallen in love with their Burger. Absolute value for money meal and staff is very courteous. Must try & relish it forever. Cheers'), ('Rated 4.5'," """"RATED\n  It's very good restaurants for those people who want tasty foods in budget", ('Rated 5.0', ('Rated 4.5', 'RATED\n  Small but decent place. Has good menu .. something in it will work out.. rajma chawal to english breakfast... somethings always nice and its quite affordable. ..'),Positive,Neutral,Neutral,Neutral,
Kisna Cafe,3.5/5,11,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Little White Kitchen,3.8/5,18,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Bangalore Durbar Fast Food,3.6/5,18,Thippasandra,Yes,No,Positive,Neutral,Neutral,Neutral,
Cobaja,4.3/5,55,Brigade Road,Yes,Yes,Negative,Positive,Positive,Positive,
Apsara Ice Cream,4.6/5,206,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Nossa Goa,4.1/5,292,Richmond Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
The Table,3.9/5,39,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
China Bistro & Lounge,4.4/5,83,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Kitchen On Table,4.0/5,45,Brigade Road,Yes,No,Negative,Neutral,Neutral,Neutral,
Ideal Kitchen,3.5/5,26,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Hungry Walker,4.0/5,40,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Kalavara,3.4/5,13,CV Raman Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Tao Terraces,4.0/5,1907,MG Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
DVG Benne Dosa,4.0/5,25,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
The Chariot,2.9/5,50,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Chantilly,4.1/5,114,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Spices,3.2/5,4,CV Raman Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Carnival de Goa,4.2/5,980,Ulsoor,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Cake Genie,3.9/5,149,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Namdhari's Salad Bar,3.9/5,82,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Pathy's Kitchen,3.5/5,21,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Yauatcha PÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¢tisserie,3.9/5,53,MG Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Tuffreys,3.6/5,25,CV Raman Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Galli Belly,3.4/5,8,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
Green G Juice Bar,3.5/5,37,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Copper Chimney,4.1/5,80,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Kya Khaoge,3.7/5,63,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Fai Dang,3.7/5,30,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
The Rolling Pin,4.0/5,74,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Shadow Kolkata Katti Rolls & Momos,Not Rated,0,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Status,3.6/5,119,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
 'RATED\n  I had a sumptuous North Indian vegetarian main course along with a light starter and dessert. The dessert was not so good but overall the food quality was nice. However, ('Rated 3.5', 'RATED\n  North Indian food is good. Service is good. This place is a combo with Udipi park just next to it. You ll see a lot of hustle bustle around with people enjoying filter coffee at Udipi and main course at Status.'), 'RATED\n  A pretty good bargain. Ambience is ok, the opinion of my friend completely differs who had a non vegetarian meal. So, the rating is greener for green-loving :)'),Positive,Neutral,Neutral,Neutral,
The Ants Cafe & Store,3.9/5,1380,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Mudaliar's Kitchen,Not Rated,0,Frazer Town,Yes,No,Positive,Neutral,Neutral,Neutral,
Baskin Robbins,3.7/5,47,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Eat Food,NEW,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
AhimsaAmrit Green Cafe,3.4/5,9,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
South Inn,3.1/5,24,Frazer Town,Yes,No,Positive,Neutral,Neutral,Neutral,
Sreeraj Lassi Bar,3.9/5,169,Commercial Street,Yes,No,Negative,Neutral,Neutral,Neutral,
Cafe Soy,3.8/5,47,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Cafe Braqa,4.0/5,144,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Chefkraft,3.9/5,145,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Snack'Ups,3.6/5,61,Thippasandra,Yes,No,Positive,Neutral,Neutral,Neutral,
Le Rock,4.0/5,1202,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Meat And Eat,3.1/5,73,Domlur,Yes,No,Positive,Neutral,Neutral,Neutral,
Sai Donne Biryani,3.4/5,9,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
New Punjabi Hotel,3.7/5,123,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Ice Cream Works,3.8/5,83,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Hit And Run,Not Rated,0,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Xian,3.9/5,81,Ulsoor,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Bottle & Glass,4.0/5,973,Indiranagar,No,Yes,Positive,Neutral,Neutral,Neutral,
Midnight Mania,4.1/5,720,Koramangala 6th Block,Yes,No,Positive,Neutral,Neutral,Neutral,
Desi Bytes,3.1/5,97,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Classic Shop,3.3/5,6,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Bat Chef,2.6/5,26,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
CakeZone,4.1/5,666,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Sweet Chariot,3.4/5,11,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Burger Bite House,Not Rated,0,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Meenu Oota Da Maane,3.0/5,22,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Lepcha Foods & Refreshment,3.4/5,15,Thippasandra,Yes,No,Positive,Neutral,Neutral,Neutral,
Zaica Dine & Wine,4.0/5,1013,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Fresh Bites,3.0/5,15,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
The Coffee Bean & Tea Leaf,3.8/5,259,MG Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Onesta,4.3/5,4645,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
 ('Rated 3.0', 'RATED\n  Good place to hangout with friends and family... Good ambience... Staffs are friendly... Loved pastries... Only few Pizzas were good... Desserts were not that good... Can try for unlimited combo offers... Even non veg option is there\n\nDo follow @explorewithketan1 on Instagram.. A food blog to explore various cuisines in Bangalore ?'), ('Rated 5.0', ('Rated 4.0', 'RATED\n  We opted for the unlimited veg pizza meal.\nService was good and pizzas were great.\nSome desserts were too bitter and some very sweet.\nBut I liked some of their mousse cakes.\nA must visit for all the pizza lovers .'), ('Rated 3.0',Positive,Neutral,Neutral,Neutral,
Ghar Ki Rasoi,3.1/5,48,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The ThickShake Factory,4.0/5,120,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Lakeview Milkbar,2.9/5,539,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Kasol Cafe,NEW,0,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Kettle & Kegs,Not Rated,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
The Souk,3.7/5,66,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
The Grill House,4.1/5,765,Ulsoor,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Just Eat,NEW,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Hotel Ramprasad,4.2/5,93,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Happy Belly Bakes,4.2/5,115,MG Road,Yes,No,Positive,Neutral,Neutral,Neutral,
China South,Not Rated,0,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Desi Streat,Not Rated,0,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
The J,4.0/5,133,Church Street,Yes,No,Positive,Neutral,Neutral,Neutral,
Clean Bowled,Not Rated,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Shreedevi,3.7/5,130,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Nandhini Paradise,3.7/5,289,Indiranagar,No,Yes,Positive,Neutral,Neutral,Neutral,
Kabab Magic,3.9/5,73,Richmond Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Just Khao Suey,4.1/5,176,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
GOOD MEALS,Not Rated,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Just Bake,3.0/5,51,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Kevins Kitchen,3.7/5,103,Koramangala 6th Block,Yes,No,Positive,Neutral,Neutral,Neutral,
Khan Saheb Grills and Rolls,4.0/5,1072,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
OCEA HOTEL,3.7/5,278,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Berrylicious Cafe,4.1/5,124,MG Road,Yes,No,Positive,Neutral,Neutral,Neutral,
RAW Pressery,3.8/5,20,East Bangalore,No,No,Negative,Neutral,Neutral,Neutral,
Loyal Food,3.2/5,16,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Madurai Idly Shop,3.7/5,722,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Buntastic,Not Rated,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Delices,3.1/5,6,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Ging - Royal Orchid Central,4.2/5,222,MG Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Mainland China,4.4/5,1507,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Kim Lee Restaurant,3.8/5,264,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Anju's Cafe,3.4/5,5,Indiranagar,No,No,Negative,Neutral,Neutral,Neutral,
Bangalore Bytes,3.5/5,121,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
iSpice Resto Cafe,3.7/5,28,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Punjab Bistro,3.7/5,15,CV Raman Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Hotel Hyperdine,2.5/5,66,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Little Orissa Restaurant,3.9/5,346,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Indian Spice Food,NEW,0,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Chef Baker's,Not Rated,0,MG Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Give Me 5 Cafe,3.4/5,90,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Tea Break Lounge,3.3/5,5,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Tadka Singh,3.4/5,946,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Inhouse Burger,3.5/5,10,CV Raman Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Bob's Restaurant,4.0/5,330,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Mother's Meal,3.8/5,133,CV Raman Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Kitchen of Joy,4.1/5,566,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Cross Roads Cafe,3.0/5,59,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Premium Bombay Kulfi,3.5/5,9,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Marzipan Cafe & Bakery,4.2/5,431,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Liveat,3.7/5,35,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Driven Cafe,3.4/5,122,Residency Road,Yes,No,Negative,Neutral,Neutral,Neutral,
The Jungle Terrace,3.5/5,13,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Shaap,4.0/5,237,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
Forage,4.1/5,210,Indiranagar,No,Yes,Negative,Neutral,Neutral,Neutral,
Ammi's Biryani,2.7/5,231,Indiranagar,No,No,Negative,Neutral,Neutral,Neutral,
Troll,3.8/5,102,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Saka Eatery Outlet,3.7/5,41,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
New Kudla Family Resturant,3.2/5,4,MG Road,Yes,No,Negative,Neutral,Neutral,Neutral,
Happy Fillings,3.4/5,8,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Oye Amritsar,3.9/5,1437,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
Shawarma Inc,3.0/5,28,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Shree Ganesh Fruit Juice Centre,Not Rated,0,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Stuffd,3.8/5,32,Old Airport Road,Yes,No,Positive,Neutral,Neutral,Neutral,
A3 Nuwang Kitchen,3.7/5,42,Ejipura,Yes,No,Positive,Neutral,Neutral,Neutral,
Fatso's,3.8/5,72,Brigade Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Woodstok,4.1/5,1052,Indiranagar,Yes,Yes,Positive,Neutral,Neutral,Neutral,
20 Char - Sterlings MAC Hotel,4.0/5,419,Old Airport Road,Yes,Yes,Positive,Neutral,Neutral,Neutral,
J's Cafe,3.9/5,155,Indiranagar,No,No,Negative,Neutral,Neutral,Neutral,
" chocolate etc etc...... The quality & quantity also I liked."""")"," I had informed them earlier and they arranged for a small chocolate cake. Then we ordered for lasagne and it was so well made. The layer of cheese on top was absolutely marvelous. We even ordered a chicken salad which was very well prepared as not a lot of restaurants are able to achieve that beauty and taste. What took me by surprise was two little cupcakes which were really adorable and it was complementary. I really loved their touch and engorged on their food. Its a must place to be and hangout. The price for two people 600 bucks and every penny worth it."""")", ('Rated 3.5', cold coffee and chocolate milkshake. One thing that deserves a mention is the mayonnaise dip that is served with the fries. It's yummy. Cold coffee and chocolate milkshake were just about okay. Also, ('Rated 4.0'," """"RATED\n  The place is really cosy and quite well setup. Even though it's right on the main road you never feel that chaos. Truly speaking the aesthetics of the place is funky and fun loving but not really not notch. But where the cafe shines is the quality of food and the value for money. I had been there on my friend's birthday",Positive,Neutral,Neutral,Neutral,
Fullyfilled,4.0/5,48,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Vasudev Adiga's,3.0/5,317,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Biriyani Combo 99,NEW,0,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Kulfi Point,3.4/5,5,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Al Swaad Take Away,3.1/5,12,Richmond Road,Yes,No,Positive,Neutral,Neutral,Neutral,
ABC Grand,3.5/5,54,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Wats Ur Scoop?,4.0/5,56,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Anmol Foods,Not Rated,0,CV Raman Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Mummy Dhaba,3.2/5,46,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Snack House,3.8/5,22,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Mad Over Biryani,3.4/5,9,Indiranagar,Yes,No,Negative,Neutral,Neutral,Neutral,
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,4.0/5,85,Residency Road,Yes,No,Positive,Neutral,Neutral,Neutral,
Kenny's Restaurant,3.7/5,87,Banaswadi,Yes,No,Positive,Neutral,Neutral,Neutral,
Hotel Rangoon,3.7/5,17,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Just Shawarma,3.8/5,110,Ulsoor,Yes,No,Positive,Neutral,Neutral,Neutral,
Nami's Global Kitchen,3.3/5,6,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Southease,Not Rated,0,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Bombay Kulfi,3.7/5,21,Indiranagar,No,No,Positive,Neutral,Neutral,Neutral,
Tea Journey,3.8/5,71,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
ROYCE' Chocolate,3.5/5,6,MG Road,Yes,No,Negative,Neutral,Neutral,Neutral,
Viceroy's Sarathi,3.8/5,137,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Eat Well,3.5/5,32,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Tunday Kababi,3.8/5,721,Indiranagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Taza Tawa,3.8/5,168,Jeevan Bhima Nagar,Yes,No,Positive,Neutral,Neutral,Neutral,
Jerry Mama's,3.6/5,10,Indiranagar,No,No,Negative,Neutral,Neutral,Neutral,
Deshi Fusion Pizza,3.3/5,73,Old Madras Road,Yes,No,Positive,Neutral,Neutral,Neutral,
 'RATED\n  Taste is very nice. We really enjoyed the Pizza. Delivery is also nice. Hope this kind of service we will get in future. Thank to Zamato also for nice service.'), ('Rated 5.0', 'RATED\n  Good pizzas, must. keep. typing. Holy shit, ('Rated 1.5'," """"RATED\n  When I read the reviews I thought.... Yes today I am going to have something really good.. But NO I was mistaken..\nOK OK pizza which was delivered after 1 hour... Thus became hard nd cold...\nDidn't get ketchup or oregano chilli flakes.. No ntng was there.. Not even a tissue paper..\n\nI'll say NO to deshi fusion.."""")",Positive,Neutral,Neutral,Neutral,
